show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,date_added_parsed,year_added,month_added,duration_val,decade
s1585,TV Show,Title 1584,Director_029,"Actor_340, Actor_146, Actor_223",United Kingdom,"September 13, 2020",2014,TV-PG,4 Seasons,Sci-Fi & Fantasy,2020-09-13,2020,9,4.0,2010s
s1586,Movie,Title 1585,Director_065,"Actor_019, Actor_370",South Korea,"November 06, 2022",2017,PG-13,79 min,"Stand-Up Comedy, Sci-Fi & Fantasy, Dramas",2022-11-06,2022,11,79.0,2010s
s1587,TV Show,Title 1586,Director_135,"Actor_207, Actor_189",Canada,"February 24, 2021",2010,TV-MA,8 Seasons,"Kids TV, Stand-Up Comedy, Dramas",2021-02-24,2021,2,8.0,2010s
s1588,Movie,Title 1587,Director_013,"Actor_322, Actor_022, Actor_166",United States,"January 11, 2020",2018,PG-13,86 min,"Sports Movies, Horror Movies, Dramas",2020-01-11,2020,1,86.0,2010s
s1589,Movie,Title 1588,Director_100,"Actor_052, Actor_297, Actor_242, Actor_362, Actor_275",United States,"March 18, 2015",2013,PG-13,93 min,Sci-Fi & Fantasy,2015-03-18,2015,3,93.0,2010s
s1590,TV Show,Title 1589,Director_105,"Actor_449, Actor_362, Actor_417, Actor_383, Actor_384",South Korea,"January 04, 2016",1977,TV-14,8 Seasons,"Horror Movies, Crime TV Shows, Thrillers",2016-01-04,2016,1,8.0,1970s
s1591,TV Show,Title 1590,Director_102,"Actor_387, Actor_379",United States,"November 20, 2022",1993,TV-MA,7 Seasons,"Sports Movies, Horror Movies",2022-11-20,2022,11,7.0,1990s
s1592,TV Show,Title 1591,Director_061,"Actor_054, Actor_017, Actor_158, Actor_273, Actor_268",Mexico,"June 09, 2016",2021,TV-MA,1 Season,"Stand-Up Comedy, Reality TV, Horror Movies",2016-06-09,2016,6,1.0,2020s
s1593,Movie,Title 1592,Director_074,"Actor_105, Actor_204, Actor_338, Actor_345",France,"December 15, 2015",2018,PG-13,165 min,"Romantic Movies, Comedies, Action & Adventure",2015-12-15,2015,12,165.0,2010s
s1594,Movie,Title 1593,Director_190,"Actor_441, Actor_319, Actor_305, Actor_072",India,"May 20, 2016",2022,R,163 min,Crime TV Shows,2016-05-20,2016,5,163.0,2020s
s1595,TV Show,Title 1594,Director_078,"Actor_302, Actor_173, Actor_335",United States,"October 04, 2016",1984,TV-MA,3 Seasons,"Reality TV, Comedies",2016-10-04,2016,10,3.0,1980s
s1596,Movie,Title 1595,Director_193,"Actor_406, Actor_444, Actor_399, Actor_292, Actor_142",India,"August 26, 2015",2023,PG-13,113 min,"Horror Movies, Action & Adventure, Sci-Fi & Fantasy",2015-08-26,2015,8,113.0,2020s
s1597,Movie,Title 1596,Director_106,"Actor_023, Actor_306, Actor_300, Actor_326, Actor_037",India,"July 27, 2018",1995,R,129 min,Anime Series,2018-07-27,2018,7,129.0,1990s
s1598,Movie,Title 1597,Director_095,"Actor_022, Actor_497, Actor_481, Actor_018, Actor_056",United States,"May 20, 2019",1964,PG,156 min,"Sci-Fi & Fantasy, Sports Movies",2019-05-20,2019,5,156.0,1960s
s1599,Movie,Title 1598,Director_039,"Actor_244, Actor_345, Actor_037",United Kingdom,"December 26, 2018",2023,R,117 min,Stand-Up Comedy,2018-12-26,2018,12,117.0,2020s
s1600,TV Show,Title 1599,Director_140,"Actor_173, Actor_270",United Kingdom,"December 25, 2020",2001,TV-MA,6 Seasons,Romantic Movies,2020-12-25,2020,12,6.0,2000s
s1601,Movie,Title 1600,Director_106,"Actor_188, Actor_425, Actor_395",Canada,"April 13, 2022",2017,G,148 min,"Crime TV Shows, Sci-Fi & Fantasy",2022-04-13,2022,4,148.0,2010s
s1602,Movie,Title 1601,Director_016,"Actor_054, Actor_036, Actor_297",United States,"August 01, 2019",1991,R,147 min,"Documentaries, International Movies, Horror Movies",2019-08-01,2019,8,147.0,1990s
s1603,Movie,Title 1602,Director_014,"Actor_338, Actor_023, Actor_432, Actor_449",Japan,"June 20, 2022",2015,R,143 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy",2022-06-20,2022,6,143.0,2010s
s1604,Movie,Title 1603,Director_160,"Actor_204, Actor_353, Actor_171",Germany,"January 21, 2020",2022,PG-13,79 min,"Horror Movies, Thrillers, Dramas",2020-01-21,2020,1,79.0,2020s
s1605,Movie,Title 1604,Director_015,"Actor_313, Actor_205, Actor_123",France,"January 29, 2020",2005,R,177 min,"Action & Adventure, Reality TV, Documentaries",2020-01-29,2020,1,177.0,2000s
s1606,Movie,Title 1605,,"Actor_378, Actor_479",United States,"November 26, 2022",2017,R,122 min,"Comedies, Horror Movies, Thrillers",2022-11-26,2022,11,122.0,2010s
s1607,Movie,Title 1606,Director_150,"Actor_233, Actor_231, Actor_463, Actor_404",United Kingdom,"December 21, 2015",1992,R,170 min,"Dramas, Horror Movies, Thrillers",2015-12-21,2015,12,170.0,1990s
s1608,TV Show,Title 1607,Director_035,"Actor_246, Actor_255, Actor_331, Actor_150, Actor_201",United States,"March 10, 2022",2016,TV-PG,7 Seasons,"Thrillers, Romantic Movies, Reality TV",2022-03-10,2022,3,7.0,2010s
s1609,Movie,Title 1608,Director_042,"Actor_245, Actor_337, Actor_066",United States,"December 04, 2022",2006,R,127 min,International Movies,2022-12-04,2022,12,127.0,2000s
s1610,Movie,Title 1609,Director_177,"Actor_486, Actor_336",Mexico,"July 12, 2016",1995,PG-13,92 min,"Documentaries, Reality TV",2016-07-12,2016,7,92.0,1990s
s1611,TV Show,Title 1610,Director_113,"Actor_402, Actor_019",United States,"December 06, 2022",2004,TV-G,6 Seasons,"Action & Adventure, Kids TV, Music & Musicals",2022-12-06,2022,12,6.0,2000s
s1612,Movie,Title 1611,Director_073,"Actor_410, Actor_077, Actor_427, Actor_452",Canada,"April 01, 2020",1991,PG-13,143 min,"Music & Musicals, Romantic Movies, Dramas",2020-04-01,2020,4,143.0,1990s
s1613,Movie,Title 1612,Director_080,"Actor_309, Actor_208, Actor_288, Actor_319, Actor_141",India,"June 08, 2018",2022,PG-13,125 min,"Dramas, International Movies",2018-06-08,2018,6,125.0,2020s
s1614,Movie,Title 1613,Director_093,"Actor_277, Actor_470",Canada,"August 09, 2019",2009,PG,107 min,"Dramas, Kids TV",2019-08-09,2019,8,107.0,2000s
s1615,Movie,Title 1614,Director_140,"Actor_449, Actor_293, Actor_245, Actor_218, Actor_489",France,"March 15, 2018",1998,R,129 min,"Crime TV Shows, Comedies",2018-03-15,2018,3,129.0,1990s
s1616,Movie,Title 1615,Director_029,"Actor_286, Actor_437, Actor_190",France,"March 21, 2018",2011,R,110 min,"Reality TV, Documentaries",2018-03-21,2018,3,110.0,2010s
s1617,TV Show,Title 1616,Director_184,"Actor_133, Actor_150, Actor_382, Actor_192",United States,"December 20, 2019",2005,TV-MA,6 Seasons,"Sci-Fi & Fantasy, Kids TV, Reality TV",2019-12-20,2019,12,6.0,2000s
s1618,Movie,Title 1617,Director_029,"Actor_363, Actor_469",India,"December 27, 2020",2019,PG-13,87 min,"Kids TV, Anime Series",2020-12-27,2020,12,87.0,2010s
s1619,Movie,Title 1618,Director_198,"Actor_230, Actor_000, Actor_362, Actor_021, Actor_291",South Korea,"October 24, 2016",2023,NR,151 min,"Comedies, Thrillers",2016-10-24,2016,10,151.0,2020s
s1620,TV Show,Title 1619,Director_009,"Actor_238, Actor_010, Actor_425, Actor_068",South Korea,"January 21, 2015",2011,TV-MA,2 Seasons,"Thrillers, Documentaries, International Movies",2015-01-21,2015,1,2.0,2010s
s1621,Movie,Title 1620,Director_098,"Actor_137, Actor_155, Actor_425, Actor_108",United States,"October 12, 2020",2021,PG-13,146 min,"Anime Series, Dramas",2020-10-12,2020,10,146.0,2020s
s1622,Movie,Title 1621,Director_193,"Actor_432, Actor_139, Actor_299, Actor_212, Actor_335",United States,"May 26, 2018",2014,PG,107 min,Dramas,2018-05-26,2018,5,107.0,2010s
s1623,Movie,Title 1622,Director_093,"Actor_193, Actor_008",France,"June 11, 2015",1989,PG-13,125 min,"International Movies, Action & Adventure, Crime TV Shows",2015-06-11,2015,6,125.0,1980s
s1624,TV Show,Title 1623,Director_038,"Actor_056, Actor_424, Actor_087, Actor_445, Actor_276",United States,"May 10, 2015",2018,TV-MA,2 Seasons,"Crime TV Shows, Horror Movies, Sci-Fi & Fantasy",2015-05-10,2015,5,2.0,2010s
s1625,Movie,Title 1624,Director_036,"Actor_293, Actor_408",United States,"March 13, 2022",2013,R,121 min,"Dramas, Music & Musicals",2022-03-13,2022,3,121.0,2010s
s1626,TV Show,Title 1625,Director_130,"Actor_203, Actor_350",United Kingdom,"May 04, 2020",2017,TV-14,3 Seasons,"Sports Movies, Kids TV",2020-05-04,2020,5,3.0,2010s
s1627,Movie,Title 1626,Director_088,"Actor_355, Actor_149",United Kingdom,"August 13, 2015",2022,R,102 min,"Comedies, Thrillers",2015-08-13,2015,8,102.0,2020s
s1628,Movie,Title 1627,Director_161,"Actor_483, Actor_059",United States,"November 17, 2019",2011,NR,144 min,"Reality TV, Comedies",2019-11-17,2019,11,144.0,2010s
s1629,Movie,Title 1628,Director_165,"Actor_101, Actor_096",United States,"August 02, 2016",2022,R,139 min,"Dramas, Documentaries, Sci-Fi & Fantasy",2016-08-02,2016,8,139.0,2020s
s1630,Movie,Title 1629,Director_013,"Actor_044, Actor_243",India,"January 17, 2019",2019,R,136 min,Dramas,2019-01-17,2019,1,136.0,2010s
s1631,TV Show,Title 1630,Director_191,"Actor_386, Actor_374, Actor_110, Actor_358, Actor_274",India,"April 17, 2015",2012,TV-PG,5 Seasons,"Music & Musicals, Anime Series, Stand-Up Comedy",2015-04-17,2015,4,5.0,2010s
s1632,Movie,Title 1631,Director_038,"Actor_123, Actor_373, Actor_489, Actor_444, Actor_342",India,"April 22, 2022",2015,PG-13,144 min,"Music & Musicals, Anime Series",2022-04-22,2022,4,144.0,2010s
s1633,Movie,Title 1632,Director_181,"Actor_138, Actor_206, Actor_305, Actor_488",India,"April 19, 2017",2005,PG-13,147 min,Comedies,2017-04-19,2017,4,147.0,2000s
s1634,TV Show,Title 1633,Director_129,"Actor_460, Actor_125, Actor_149, Actor_195, Actor_031",Mexico,"March 10, 2018",2023,NR,3 Seasons,"International Movies, Sports Movies, Kids TV",2018-03-10,2018,3,3.0,2020s
s1635,TV Show,Title 1634,Director_042,"Actor_409, Actor_333, Actor_014, Actor_135, Actor_017",India,"March 09, 2022",2017,TV-MA,6 Seasons,"Dramas, Crime TV Shows, Reality TV",2022-03-09,2022,3,6.0,2010s
s1636,Movie,Title 1635,Director_180,"Actor_057, Actor_433, Actor_441",United States,"March 03, 2018",1972,PG-13,83 min,Documentaries,2018-03-03,2018,3,83.0,1970s
s1637,Movie,Title 1636,Director_130,"Actor_009, Actor_234, Actor_449",Japan,"February 24, 2021",2005,PG-13,86 min,Dramas,2021-02-24,2021,2,86.0,2000s
s1638,Movie,Title 1637,Director_168,"Actor_234, Actor_043",United States,"January 01, 2022",2016,PG-13,115 min,"Sports Movies, Music & Musicals",2022-01-01,2022,1,115.0,2010s
s1639,TV Show,Title 1638,Director_007,"Actor_212, Actor_409",United States,"October 28, 2016",1974,TV-Y7,1 Season,"Thrillers, Horror Movies",2016-10-28,2016,10,1.0,1970s
s1640,TV Show,Title 1639,Director_095,"Actor_217, Actor_074, Actor_231, Actor_160",United States,"October 27, 2020",1967,TV-PG,2 Seasons,"Documentaries, Thrillers",2020-10-27,2020,10,2.0,1960s
s1641,Movie,Title 1640,Director_190,"Actor_338, Actor_381",India,"May 25, 2020",2011,PG-13,71 min,"International Movies, Dramas, Crime TV Shows",2020-05-25,2020,5,71.0,2010s
s1642,TV Show,Title 1641,Director_064,"Actor_476, Actor_051, Actor_090, Actor_028",Japan,"May 26, 2016",2006,TV-MA,3 Seasons,"International Movies, Music & Musicals, Comedies",2016-05-26,2016,5,3.0,2000s
s1643,Movie,Title 1642,Director_078,"Actor_373, Actor_104",Turkey,"September 07, 2015",2011,PG-13,175 min,"Sci-Fi & Fantasy, Documentaries, International Movies",2015-09-07,2015,9,175.0,2010s
s1644,Movie,Title 1643,Director_131,"Actor_190, Actor_212, Actor_471, Actor_031",United States,"June 07, 2017",2000,PG,79 min,Romantic Movies,2017-06-07,2017,6,79.0,2000s
s1645,Movie,Title 1644,Director_067,"Actor_322, Actor_044",Mexico,"October 20, 2017",1990,R,102 min,Documentaries,2017-10-20,2017,10,102.0,1990s
s1646,TV Show,Title 1645,Director_091,"Actor_295, Actor_493, Actor_219, Actor_137",United States,"August 21, 2016",2017,TV-Y,3 Seasons,"Thrillers, Anime Series, Action & Adventure",2016-08-21,2016,8,3.0,2010s
s1647,Movie,Title 1646,Director_009,"Actor_014, Actor_410, Actor_044",Germany,"January 22, 2017",2013,R,85 min,"Dramas, Crime TV Shows",2017-01-22,2017,1,85.0,2010s
s1648,TV Show,Title 1647,Director_074,"Actor_262, Actor_009, Actor_031",South Korea,"August 22, 2016",1994,TV-Y7,3 Seasons,"Music & Musicals, Horror Movies, Documentaries",2016-08-22,2016,8,3.0,1990s
s1649,TV Show,Title 1648,Director_177,"Actor_078, Actor_236, Actor_495, Actor_394",Spain,"December 05, 2021",2005,TV-Y,4 Seasons,Horror Movies,2021-12-05,2021,12,4.0,2000s
s1650,TV Show,Title 1649,Director_150,"Actor_002, Actor_397",United States,"November 23, 2022",2015,TV-Y,7 Seasons,Action & Adventure,2022-11-23,2022,11,7.0,2010s
s1651,Movie,Title 1650,Director_060,"Actor_126, Actor_239",Japan,"January 28, 2021",1977,R,148 min,"Sports Movies, Crime TV Shows, Stand-Up Comedy",2021-01-28,2021,1,148.0,1970s
s1652,Movie,Title 1651,Director_046,"Actor_316, Actor_376",Japan,"December 26, 2022",1988,R,97 min,Sci-Fi & Fantasy,2022-12-26,2022,12,97.0,1980s
s1653,Movie,Title 1652,Director_002,"Actor_360, Actor_393",South Korea,"August 26, 2020",1977,R,110 min,Kids TV,2020-08-26,2020,8,110.0,1970s
s1654,Movie,Title 1653,Director_102,"Actor_317, Actor_492, Actor_020",,"October 25, 2019",2020,NR,171 min,Comedies,2019-10-25,2019,10,171.0,2020s
s1655,Movie,Title 1654,Director_016,"Actor_224, Actor_083, Actor_377, Actor_428",France,"August 10, 2018",2019,PG,166 min,"Dramas, Crime TV Shows, Anime Series",2018-08-10,2018,8,166.0,2010s
s1656,TV Show,Title 1655,Director_021,"Actor_410, Actor_234, Actor_019",India,"September 07, 2021",2019,TV-MA,7 Seasons,"Sci-Fi & Fantasy, Sports Movies",2021-09-07,2021,9,7.0,2010s
s1657,Movie,Title 1656,Director_115,"Actor_108, Actor_068, Actor_209",Germany,"January 20, 2020",2018,PG,148 min,Music & Musicals,2020-01-20,2020,1,148.0,2010s
s1658,Movie,Title 1657,Director_090,"Actor_195, Actor_149, Actor_123",United States,"May 27, 2018",2017,NR,151 min,Kids TV,2018-05-27,2018,5,151.0,2010s
s1659,Movie,Title 1658,Director_143,"Actor_349, Actor_217, Actor_006",United Kingdom,"August 22, 2015",2012,PG-13,156 min,"Music & Musicals, Horror Movies",2015-08-22,2015,8,156.0,2010s
s1660,Movie,Title 1659,Director_103,"Actor_448, Actor_398, Actor_280, Actor_080, Actor_068",Spain,"November 14, 2018",2016,PG-13,92 min,Romantic Movies,2018-11-14,2018,11,92.0,2010s
s1661,Movie,Title 1660,Director_002,"Actor_353, Actor_088, Actor_192, Actor_298",United States,"April 14, 2021",1971,R,146 min,Kids TV,2021-04-14,2021,4,146.0,1970s
s1662,Movie,Title 1661,Director_051,"Actor_309, Actor_385, Actor_382",United States,"April 09, 2020",2016,R,128 min,"Music & Musicals, Stand-Up Comedy, Action & Adventure",2020-04-09,2020,4,128.0,2010s
s1663,TV Show,Title 1662,Director_110,"Actor_014, Actor_117, Actor_406, Actor_339",Canada,"September 30, 2020",2019,TV-MA,8 Seasons,"Anime Series, Comedies",2020-09-30,2020,9,8.0,2010s
s1664,Movie,Title 1663,Director_160,"Actor_292, Actor_391, Actor_420",Germany,"August 24, 2020",2013,PG-13,121 min,"Kids TV, Dramas",2020-08-24,2020,8,121.0,2010s
s1665,TV Show,Title 1664,Director_041,"Actor_219, Actor_472, Actor_217",Spain,"March 16, 2016",2007,TV-Y,3 Seasons,"Documentaries, Stand-Up Comedy, Kids TV",2016-03-16,2016,3,3.0,2000s
s1666,TV Show,Title 1665,Director_129,"Actor_359, Actor_199, Actor_164",United States,"February 09, 2018",2001,TV-Y,7 Seasons,"Stand-Up Comedy, Kids TV, Comedies",2018-02-09,2018,2,7.0,2000s
s1667,Movie,Title 1666,Director_038,"Actor_306, Actor_263",India,"July 06, 2022",2016,R,159 min,Music & Musicals,2022-07-06,2022,7,159.0,2010s
s1668,TV Show,Title 1667,Director_045,"Actor_315, Actor_408",United States,"January 07, 2015",2018,TV-14,5 Seasons,"Horror Movies, Anime Series",2015-01-07,2015,1,5.0,2010s
s1669,Movie,Title 1668,Director_047,"Actor_462, Actor_115",France,"May 06, 2019",2021,PG-13,135 min,Reality TV,2019-05-06,2019,5,135.0,2020s
s1670,TV Show,Title 1669,Director_026,"Actor_424, Actor_123, Actor_409",Japan,"April 05, 2017",2006,TV-14,8 Seasons,"Documentaries, Action & Adventure",2017-04-05,2017,4,8.0,2000s
s1671,Movie,Title 1670,Director_014,"Actor_128, Actor_365, Actor_107, Actor_233, Actor_452",United States,"June 22, 2018",2019,PG-13,123 min,Reality TV,2018-06-22,2018,6,123.0,2010s
s1672,TV Show,Title 1671,Director_006,"Actor_164, Actor_035",United States,"August 03, 2018",2014,TV-14,6 Seasons,"Music & Musicals, Reality TV",2018-08-03,2018,8,6.0,2010s
s1673,TV Show,Title 1672,Director_108,"Actor_138, Actor_055, Actor_471, Actor_176",Spain,"June 16, 2019",2021,TV-14,8 Seasons,"Horror Movies, Comedies, Thrillers",2019-06-16,2019,6,8.0,2020s
s1674,TV Show,Title 1673,Director_184,"Actor_158, Actor_439, Actor_369, Actor_411",France,"November 02, 2017",2013,TV-MA,5 Seasons,"Sci-Fi & Fantasy, International Movies, Action & Adventure",2017-11-02,2017,11,5.0,2010s
s1675,TV Show,Title 1674,Director_041,"Actor_263, Actor_114",Spain,"March 15, 2018",2013,TV-MA,5 Seasons,"Action & Adventure, Romantic Movies",2018-03-15,2018,3,5.0,2010s
s1676,Movie,Title 1675,Director_008,"Actor_111, Actor_348",India,"April 22, 2016",2015,G,173 min,Kids TV,2016-04-22,2016,4,173.0,2010s
s1677,Movie,Title 1676,Director_104,"Actor_071, Actor_384, Actor_479",India,"May 02, 2022",2019,R,121 min,Romantic Movies,2022-05-02,2022,5,121.0,2010s
s1678,Movie,Title 1677,Director_133,"Actor_302, Actor_426, Actor_200, Actor_322, Actor_154",India,"December 15, 2016",2023,PG,121 min,Romantic Movies,2016-12-15,2016,12,121.0,2020s
s1679,Movie,Title 1678,Director_184,"Actor_329, Actor_020, Actor_489, Actor_015, Actor_247",India,"August 04, 2019",1977,NR,89 min,Romantic Movies,2019-08-04,2019,8,89.0,1970s
s1680,TV Show,Title 1679,Director_075,"Actor_081, Actor_418, Actor_222, Actor_145, Actor_251",United States,"December 02, 2020",1974,TV-14,3 Seasons,Anime Series,2020-12-02,2020,12,3.0,1970s
s1681,Movie,Title 1680,Director_029,"Actor_034, Actor_124",United States,"May 23, 2016",2022,PG-13,136 min,Comedies,2016-05-23,2016,5,136.0,2020s
s1682,TV Show,Title 1681,Director_182,"Actor_407, Actor_417",India,"October 05, 2020",2013,NR,2 Seasons,"Kids TV, Music & Musicals, Anime Series",2020-10-05,2020,10,2.0,2010s
s1683,Movie,Title 1682,Director_083,"Actor_103, Actor_184, Actor_104, Actor_157",Mexico,"January 17, 2016",2016,R,153 min,Documentaries,2016-01-17,2016,1,153.0,2010s
s1684,TV Show,Title 1683,Director_125,"Actor_337, Actor_168, Actor_423, Actor_386",Mexico,"March 26, 2018",2012,TV-MA,1 Season,Sci-Fi & Fantasy,2018-03-26,2018,3,1.0,2010s
s1685,Movie,Title 1684,Director_083,"Actor_352, Actor_020",Spain,"January 20, 2020",1980,PG-13,72 min,"Action & Adventure, Reality TV, Crime TV Shows",2020-01-20,2020,1,72.0,1980s
s1686,TV Show,Title 1685,Director_053,"Actor_445, Actor_034, Actor_027, Actor_414, Actor_025",Brazil,"April 01, 2018",2019,TV-MA,5 Seasons,Comedies,2018-04-01,2018,4,5.0,2010s
s1687,TV Show,Title 1686,Director_109,"Actor_121, Actor_440, Actor_113, Actor_275",Japan,"October 02, 2015",2019,TV-14,5 Seasons,Action & Adventure,2015-10-02,2015,10,5.0,2010s
s1688,Movie,Title 1687,Director_026,"Actor_050, Actor_193, Actor_277, Actor_002",France,"September 15, 2019",2004,NR,99 min,Crime TV Shows,2019-09-15,2019,9,99.0,2000s
s1689,Movie,Title 1688,Director_083,"Actor_110, Actor_140, Actor_273, Actor_069",United States,"January 05, 2018",2004,R,134 min,"Stand-Up Comedy, Horror Movies",2018-01-05,2018,1,134.0,2000s
s1690,TV Show,Title 1689,Director_186,"Actor_456, Actor_397, Actor_402",United Kingdom,"February 04, 2020",2021,TV-MA,6 Seasons,"Dramas, Anime Series",2020-02-04,2020,2,6.0,2020s
s1691,Movie,Title 1690,Director_006,"Actor_480, Actor_299, Actor_129, Actor_084",United Kingdom,"September 22, 2020",1977,PG-13,105 min,"Crime TV Shows, International Movies",2020-09-22,2020,9,105.0,1970s
s1692,Movie,Title 1691,Director_167,"Actor_340, Actor_249, Actor_030",United States,"December 18, 2016",2021,R,76 min,"Documentaries, Music & Musicals, Horror Movies",2016-12-18,2016,12,76.0,2020s
s1693,Movie,Title 1692,Director_103,"Actor_492, Actor_170, Actor_280",United Kingdom,"November 14, 2015",1999,R,162 min,"Comedies, Horror Movies",2015-11-14,2015,11,162.0,1990s
s1694,Movie,Title 1693,Director_071,"Actor_241, Actor_268",United Kingdom,"June 17, 2016",2015,PG,72 min,Crime TV Shows,2016-06-17,2016,6,72.0,2010s
s1695,Movie,Title 1694,Director_001,"Actor_164, Actor_298, Actor_375",India,"May 28, 2019",2022,NR,140 min,"International Movies, Anime Series",2019-05-28,2019,5,140.0,2020s
s1696,Movie,Title 1695,Director_141,"Actor_361, Actor_044, Actor_140",Mexico,"November 12, 2019",2017,PG-13,172 min,Stand-Up Comedy,2019-11-12,2019,11,172.0,2010s
s1697,Movie,Title 1696,Director_137,"Actor_013, Actor_245, Actor_397, Actor_196",South Korea,"April 03, 2021",2010,PG-13,88 min,Comedies,2021-04-03,2021,4,88.0,2010s
